claim_id,is_fraud
CLM-00085,True
CLM-01315,False
CLM-01989,False
CLM-01887,False
CLM-01001,False
CLM-01930,False
CLM-00445,False
CLM-01975,False
CLM-01869,False
CLM-01328,False
CLM-01677,False
CLM-01714,False
CLM-01054,False
CLM-00033,True
CLM-00773,False
CLM-01364,False
CLM-00681,False
CLM-00744,False
CLM-00872,False
CLM-00272,False
CLM-01279,False
CLM-00157,True
CLM-00868,False
CLM-00741,False
CLM-01640,False
CLM-01628,False
CLM-01578,False
CLM-00610,False
CLM-01867,False
CLM-01033,False
CLM-00815,False
CLM-00636,False
CLM-00443,False
CLM-00495,False
CLM-00524,False
CLM-00669,False
CLM-00559,False
CLM-00555,False
CLM-01560,False
CLM-00181,True
CLM-01384,False
CLM-01381,False
CLM-00823,False
CLM-00509,False
CLM-00228,False
CLM-00242,False
CLM-01877,False
CLM-01050,False
CLM-00165,True
CLM-01448,False
CLM-00296,False
CLM-00019,True
CLM-01960,False
CLM-01298,False
CLM-01784,False
CLM-01414,False
CLM-00700,False
CLM-01600,False
CLM-00727,False
CLM-01097,False
CLM-01274,False
CLM-00444,False
CLM-01799,False
CLM-00168,True
CLM-00224,False
CLM-01954,False
CLM-00538,False
CLM-01500,False
CLM-00725,False
CLM-01568,False
CLM-01056,False
CLM-00813,False
CLM-01465,False
CLM-00991,False
CLM-00094,True
CLM-00208,True
CLM-00371,False
CLM-01770,False
CLM-01911,False
CLM-00064,True
CLM-01138,False
CLM-01648,False
CLM-01084,False
CLM-01552,False
CLM-01035,False
CLM-01693,False
CLM-01045,False
CLM-00132,True
CLM-00605,False
CLM-00236,False
CLM-01569,False
CLM-00246,False
CLM-01395,False
CLM-01369,False
CLM-01595,False
CLM-01935,False
CLM-01245,False
CLM-00551,False
CLM-00760,False
CLM-00566,False
CLM-01601,False
CLM-00101,True
CLM-01709,False
CLM-00051,True
CLM-01951,False
CLM-01314,False
CLM-00882,False
CLM-00729,False
CLM-01197,False
CLM-01817,False
CLM-00367,False
CLM-00631,False
CLM-00348,False
CLM-00851,False
CLM-01961,False
CLM-00016,True
CLM-01567,False
CLM-01089,False
CLM-01842,False
CLM-01505,False
CLM-00396,False
CLM-01022,False
CLM-01460,False
CLM-00006,True
CLM-00310,False
CLM-00789,False
CLM-01811,False
CLM-00277,False
CLM-00295,False
CLM-00713,False
CLM-01256,False
CLM-01639,False
CLM-00733,False
CLM-01948,False
CLM-01374,False
CLM-00071,True
CLM-00459,False
CLM-01685,False
CLM-01154,False
CLM-01878,False
CLM-01821,False
CLM-00986,False
CLM-00736,False
CLM-00415,False
CLM-00026,True
CLM-00457,False
CLM-00722,False
CLM-01845,False
CLM-01330,False
CLM-01074,False
CLM-02000,False
CLM-00337,False
CLM-00763,False
CLM-00187,True
CLM-01446,False
CLM-00030,True
CLM-00068,True
CLM-00626,False
CLM-01215,False
CLM-01787,False
CLM-00942,False
CLM-00523,False
CLM-01043,False
CLM-01413,False
CLM-01984,False
CLM-01267,False
CLM-01119,False
CLM-01781,False
CLM-01104,False
CLM-01659,False
CLM-01038,False
CLM-00347,False
CLM-00941,False
CLM-01637,False
CLM-00634,False
CLM-01345,False
CLM-01389,False
CLM-01683,False
CLM-01268,False
CLM-00528,False
CLM-01843,False
CLM-00581,False
CLM-00360,False
CLM-00887,False
CLM-01346,False
CLM-00871,False
CLM-00866,False
CLM-00841,False
CLM-01615,False
CLM-00804,False
CLM-00309,False
CLM-00780,False
CLM-00213,False
CLM-00858,False
CLM-00964,False
CLM-01203,False
CLM-01174,False
CLM-00532,False
CLM-00827,False
CLM-01703,False
CLM-00579,False
CLM-00485,False
CLM-00711,False
CLM-00211,False
CLM-00932,False
CLM-00654,False
CLM-00313,False
CLM-00493,False
CLM-00682,False
CLM-01106,False
CLM-00179,True
CLM-00790,False
CLM-01232,False
CLM-00710,False
CLM-00222,False
CLM-00379,False
CLM-00501,False
CLM-00063,True
CLM-00533,False
CLM-00115,True
CLM-00784,False
CLM-00488,False
CLM-00943,False
CLM-00606,False
CLM-01299,False
CLM-00959,False
CLM-01415,False
CLM-00584,False
CLM-01447,False
CLM-01334,False
CLM-00861,False
CLM-01260,False
CLM-00197,True
CLM-00268,False
CLM-01999,False
CLM-01588,False
CLM-01726,False
CLM-01933,False
CLM-01244,False
CLM-01247,False
CLM-00433,False
CLM-01623,False
CLM-00462,False
CLM-00712,False
CLM-00119,True
CLM-00269,False
CLM-01363,False
CLM-01407,False
CLM-00901,False
CLM-01242,False
CLM-00709,False
CLM-01573,False
CLM-01823,False
CLM-01401,False
CLM-00520,False
CLM-01068,False
CLM-01066,False
CLM-00514,False
CLM-01589,False
CLM-00088,True
CLM-01996,False
CLM-00373,False
CLM-00134,True
CLM-01216,False
CLM-00381,False
CLM-01332,False
CLM-01716,False
CLM-01755,False
CLM-01669,False
CLM-01053,False
CLM-00066,True
CLM-00587,False
CLM-00133,True
CLM-00625,False
CLM-00394,False
CLM-00589,False
CLM-00176,True
CLM-00952,False
CLM-01049,False
CLM-01162,False
CLM-00231,False
CLM-01634,False
CLM-01743,False
CLM-00303,False
CLM-01715,False
CLM-00200,True
CLM-01667,False
CLM-00397,False
CLM-01287,False
CLM-01584,False
CLM-01117,False
CLM-00195,True
CLM-00984,False
CLM-01624,False
CLM-01233,False
CLM-00355,False
CLM-01822,False
CLM-01194,False
CLM-01883,False
CLM-01135,False
CLM-01404,False
CLM-01537,False
CLM-01338,False
CLM-01280,False
CLM-00238,False
CLM-01372,False
CLM-01838,False
CLM-00162,True
CLM-01013,False
CLM-01982,False
CLM-00779,False
CLM-00205,True
CLM-00005,True
CLM-00039,True
CLM-01057,False
CLM-00844,False
CLM-01055,False
CLM-00961,False
CLM-00897,False
CLM-00877,False
CLM-00539,False
CLM-00845,False
CLM-01046,False
CLM-00701,False
CLM-00240,False
CLM-00856,False
CLM-01897,False
CLM-00089,True
CLM-01355,False
CLM-01759,False
CLM-01798,False
CLM-00312,False
CLM-01180,False
CLM-01419,False
CLM-01538,False
CLM-00084,True
CLM-01471,False
CLM-00239,False
CLM-00110,True
CLM-01075,False
CLM-00652,False
CLM-01885,False
CLM-00940,False
CLM-00607,False
CLM-00748,False
CLM-01816,False
CLM-01949,False
CLM-00329,False
CLM-00065,True
CLM-01137,False
CLM-00852,False
CLM-00202,True
CLM-00847,False
CLM-00853,False
CLM-00077,True
CLM-00544,False
CLM-01502,False
CLM-01388,False
CLM-00828,False
CLM-00331,False
CLM-00271,False
CLM-00769,False
CLM-00234,False
CLM-00366,False
CLM-01858,False
CLM-00688,False
CLM-01603,False
CLM-00614,False
CLM-01944,False
CLM-00028,True
CLM-00937,False
CLM-01344,False
CLM-00972,False
CLM-01884,False
CLM-00875,False
CLM-01150,False
CLM-01873,False
CLM-01240,False
CLM-01167,False
CLM-00207,True
CLM-00013,True
CLM-01692,False
CLM-00426,False
CLM-00525,False
CLM-00800,False
CLM-01751,False
CLM-00568,False
CLM-01359,False
CLM-01671,False
CLM-01690,False
CLM-01495,False
CLM-00463,False
CLM-01836,False
CLM-00017,True
CLM-01980,False
CLM-00667,False
CLM-00956,False
CLM-00267,False
CLM-01497,False
CLM-00753,False
CLM-00679,False
CLM-00873,False
CLM-00383,False
CLM-01572,False
CLM-00009,True
CLM-00106,True
CLM-00686,False
CLM-00611,False
CLM-01724,False
CLM-00027,True
CLM-01436,False
CLM-01454,False
CLM-00969,False
CLM-00580,False
CLM-01613,False
CLM-00529,False
CLM-01236,False
CLM-01827,False
CLM-01409,False
CLM-01876,False
CLM-01466,False
CLM-00992,False
CLM-00227,False
CLM-00491,False
CLM-01499,False
CLM-00513,False
CLM-00758,False
CLM-00081,True
CLM-01646,False
CLM-00154,True
CLM-01434,False
CLM-00111,True
CLM-00925,False
CLM-00680,False
CLM-00791,False
CLM-01792,False
CLM-01779,False
CLM-01362,False
CLM-00261,False
CLM-01193,False
CLM-00002,True
CLM-01599,False
CLM-01108,False
CLM-00131,True
CLM-00417,False
CLM-01745,False
CLM-00113,True
